FROM,TO,DAY,DAYS,TYPE,Title,NOTES,COLOR_CATEGORY,daterange_wiki,title_wiki,year_wiki,ru_link_wiki,source_wiki,link_wiki,developer_wiki,publisher_wiki,releasedate_wiki,genre_wiki,engine_wiki,director_wiki,artist_wiki,composer_wiki,platform_wiki,designer_wiki,writer_wiki,programmer_wiki,mode_wiki,summary_wiki,background_wiki
2020-07-16 00:00:00,2020-07-23 00:00:00,Thursday,7,,Torchlight II,,FFD0E0E3,30 December 2020,Torchlight II,2020.0,https://ru.wikipedia.org/wiki/Torchlight_II,https://www.igromania.ru/news/101196/Torchlight_II_daryat_v_Epic_Games_Store_do_31_dekabrya.html,https://en.wikipedia.org/wiki/Torchlight_II,"Runic Games, [, a, ]","Runic Games, [, b, ]","September 20, 2012, Windows, September 20, 2012, OS X, February 2, 2015, Linux, March 4, 2015, Nintendo Switch, PlayStation 4, Xbox One, September 3, 2019",,"OGRE, [, 2, ]",,,"Matt Uelmen, [, 1, ]",,Travis Baldree,,,,"Torchlight II is an action role-playing dungeon crawler video game developed by Runic Games , released for Microsoft Windows on September 20, 2012. It is the sequel to Torchlight , and features peer-to-peer multiplayer support and extended modding capabilities. The game was released for OS X on February 2, 2015, and for Linux on March 4, 2015. Ports for Nintendo Switch , PlayStation 4 , and Xbox One were released September 3, 2019 and were developed by Panic Button .","Torchlight II takes place in a fantasy world where the player character can be any of four classes, each with different skills and abilities. The plot starts with the destruction of the town of Torchlight, at the hands of the Alchemist from the first game, and has the character following the trail of destruction left in the Alchemist's wake as he searches for a cure to his illness which has driven him insane. The sequel to the first game was originally going to be an MMORPG however Torchlight II was released with both single-player and multi-player support, as the company felt they could release this much faster than the planned MMO. The game received mostly positive reviews from critics. A sequel, Torchlight III , was released in 2020."
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,Killing Floor 2,,FFD0E0E3,7-14 July 2022,Killing Floor 2,2022.0,https://ru.wikipedia.org/wiki/Killing_Floor_2,https://dtf.ru/sale/1260194-v-epic-games-store-nachalas-razdacha-ancient-enemy-i-killing-floor-2,https://en.wikipedia.org/wiki/Killing_Floor_2,,Tripwire Interactive,"Microsoft Windows, ,, PlayStation 4, November 18, 2016, Xbox One, August 28, 2017",,Unreal Engine 3,,David Hensley,"zYnthetic, [, 1, ]",,,,Andrew Ladenberger,,"Killing Floor 2 is a first-person shooter video game developed and published by Tripwire Interactive , with later support from Saber Interactive . It is a sequel to 2009's Killing Floor . An early access version of the game was released for Microsoft Windows in April 2015, and the game was released in November 2016 for Windows and PlayStation 4 and August 2017 for Xbox One . The game utilizes Epic Games ' Unreal Engine 3 . A sequel, Killing Floor 3 , was released in July 2025.",
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,Lifeless Planet: Premier Edition,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,The Escapists 2,,FFD0E0E3,9-16 July 2020,The Escapists 2,2020.0,https://ru.wikipedia.org/wiki/The_Escapists_2,https://www.igromania.ru/news/95567/V_Epic_Games_Store_razdayut_srazu_tri_igry_vklyuchaya_Killing_Floor_2.html,https://en.wikipedia.org/wiki/The_Escapists_2,,Team17,"Linux, ,, macOS, ,, PlayStation 4, ,, Windows, ,, Xbox One, 22 August 2017, Nintendo Switch, 11 January 2018, iOS, ,, Android, 31 January 2019",,Unity,,,,,James Witcomb,,,,"The Escapists 2 is a strategy role-playing video game developed by Mouldy Toof Studios and published by Team17 . It is the sequel to The Escapists (2015) and it was released worldwide for Linux , macOS , PlayStation 4 , Windows , and Xbox One in August 2017. Nintendo Switch and mobile phones versions were released in 2018 and 2019, both iOS and Android respectively.",
2020-07-02 00:00:00,2020-07-09 00:00:00,Thursday,7,,Hue,,FFD0E0E3,2-9 July 2020,Hue,2020.0,https://ru.wikipedia.org/wiki/Hue_(игра)?action=edit&redlink=1,https://dtf.ru/sale/164163-v-epic-games-store-nachalas-razdacha-hue,https://en.wikipedia.org/wiki/Hue,,,,,,,,,,,,,,"In color theory , hue is one of the properties (called color appearance parameters ) of a color , defined in the CIECAM02 model as ""the degree to which a stimulus can be described as similar to or different from stimuli that are described as red , orange , yellow , green , blue , violet ,"" within certain theories of color vision .","Hue can typically be represented quantitatively by a single number, often corresponding to an angular position around a central or neutral point or axis on a color space coordinate diagram (such as a chromaticity diagram ) or color wheel , or by its dominant wavelength or by that of its complementary color . The other color appearance parameters are colorfulness , saturation (also known as intensity or chroma), lightness , and brightness . Usually, colors with the same hue are distinguished with adjectives referring to their lightness or colorfulness - for example: ""light blue"", "" pastel blue"", ""vivid blue"", and ""cobalt blue"". Exceptions include brown , which is a dark orange .

In painting , a hue is a pure pigment —one without tint or shade (added white or black pigment, respectively)."
2020-06-25 00:00:00,2020-07-02 00:00:00,Thursday,7,,Aer: Memories of Old,,FFD0E0E3,25 June - 2 July 2020,AER: Memories of Old,2020.0,https://ru.wikipedia.org/wiki/AER:_Memories_of_Old?action=edit&redlink=1,https://www.igromania.ru/news/95127/Conan_Exiles_i_Hue_stali_sleduyuschimi_besplatnymi_igrami_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/AER%3A_Memories_of_Old,Forgotten Key,Daedalic Entertainment,"Windows, PS4, Xbox One, October 25, 2017, Nintendo Switch, August 28, 2019",Action-adventure,Unity,,,,,,,,Single-player,"Aer: Memories of Old (stylized as AER: Memories of Old ) is an indie action-adventure open world video game developed by Forgotten Key and published by Daedalic Entertainment . It was released on October 25, 2017, for Microsoft Windows , PlayStation 4 and Xbox One , and on August 28, 2019, for Nintendo Switch . The game's story revolves around a girl named Auk who can shapeshift into a bird. Set on floating islands , the main character must solve puzzles, discovering ruins left by an ancient civilization. The game received mixed reviews from critics, who praised its aesthetic and world but criticized its short length and overall lack of action.","Robert Ramsey of Push Square rated the game 8/10 stars, calling it ""simple, elegant and impactful"", and comparing it to Journey and Abzû .

Jack Yarwood of PC Gamer rated the game 77/100, calling the graphics beautiful and saying that the flying mechanics felt ""wonderful"", but at the same time commenting on its short length and the fact that the game's interiors were confusing."
2020-06-25 00:00:00,2020-07-02 00:00:00,Thursday,7,,Stranger Things 3: The Game,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-06-18 00:00:00,2020-06-25 00:00:00,Thursday,7,,Pathway,,FFD0E0E3,18-25 June 2020,Pathway,2020.0,https://ru.wikipedia.org/wiki/Pathway_(игра)?action=edit&redlink=1,https://www.igromania.ru/news/94892/Pathway_AER_i_Stranger_Things_3_svezhie_besplatnye_igry_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/Pathway,,,,,,,,,,,,,,Pathway or pathways may refer to:,
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Ark: Survival Evolved,,FFD0E0E3,11-18 June 2020,Ark: Survival Evolved,2020.0,https://ru.wikipedia.org/wiki/Ark:_Survival_Evolved,https://dtf.ru/sale/146684-v-epic-games-store-nachalas-razdacha-ark-survival-evolved,https://en.wikipedia.org/wiki/Ark%3A_Survival_Evolved,"Studio Wildcard, [, b, ]",Studio Wildcard,"Linux, ,, macOS, ,, PS4, ,, Windows, ,, Xbox One, August 29, 2017, Android, ,, iOS, June 14, 2018, Nintendo Switch, November 30, 2018, [, a, ], Stadia, September 1, 2021",,Unreal Engine 4,,,Gareth Coker,,,,,,"Ark: Survival Evolved (stylized as ARK ) is a 2017 action-adventure survival video game developed by Studio Wildcard . In the game, players must survive being stranded on one of several maps filled with roaming dinosaurs , fictional fantasy monsters, and other prehistoric animals, natural hazards, and potentially hostile human players.","The game is played from either a third-person or first-person perspective and its open world is navigated by foot or by riding a prehistoric animal. Players can use firearms and improvised weapons to defend against hostile humans and creatures, with the ability to build bases as a defence on the ground and on some creatures. The game has both single-player and multiplayer options. Multiplayer allows the option to form tribes of players in a server. The max number of tribe mates varies from each server. In this mode, all tamed dinosaurs and building structures are usually shared between the members. There is a PvE mode where players cannot fight each other unless a specific war event agreed upon by both parties is triggered.

Development began in October 2014, when it was first released on PC as an early access title in the middle of 2015. The development team conducted research into the physical appearance of the animals but took a creative license for gameplay purposes. Instinct Games, Effecto Studios, and Virtual Basement were hired to facilitate the game's development. The game was officially released in August 2017 for Linux , macOS , PlayStation 4 , Windows , and Xbox One , with versions for Android , iOS , and Nintendo Switch in 2018, a version for Stadia in 2021, and a second, separate Nintendo Switch version in 2022."
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Ark: Survival Evolved,,FFD0E0E3,22-29 September 2022,Ark: Survival Evolved,2022.0,https://ru.wikipedia.org/wiki/Ark:_Survival_Evolved,https://www.igromania.ru/news/119453/V_EGS_besplatno_razdayut_Gloomhaven_i_ARK_Survival_Evolved.html,https://en.wikipedia.org/wiki/Ark%3A_Survival_Evolved,"Studio Wildcard, [, b, ]",Studio Wildcard,"Linux, ,, macOS, ,, PS4, ,, Windows, ,, Xbox One, August 29, 2017, Android, ,, iOS, June 14, 2018, Nintendo Switch, November 30, 2018, [, a, ], Stadia, September 1, 2021",,Unreal Engine 4,,,Gareth Coker,,,,,,"Ark: Survival Evolved (stylized as ARK ) is a 2017 action-adventure survival video game developed by Studio Wildcard . In the game, players must survive being stranded on one of several maps filled with roaming dinosaurs , fictional fantasy monsters, and other prehistoric animals, natural hazards, and potentially hostile human players.","The game is played from either a third-person or first-person perspective and its open world is navigated by foot or by riding a prehistoric animal. Players can use firearms and improvised weapons to defend against hostile humans and creatures, with the ability to build bases as a defence on the ground and on some creatures. The game has both single-player and multiplayer options. Multiplayer allows the option to form tribes of players in a server. The max number of tribe mates varies from each server. In this mode, all tamed dinosaurs and building structures are usually shared between the members. There is a PvE mode where players cannot fight each other unless a specific war event agreed upon by both parties is triggered.

Development began in October 2014, when it was first released on PC as an early access title in the middle of 2015. The development team conducted research into the physical appearance of the animals but took a creative license for gameplay purposes. Instinct Games, Effecto Studios, and Virtual Basement were hired to facilitate the game's development. The game was officially released in August 2017 for Linux , macOS , PlayStation 4 , Windows , and Xbox One , with versions for Android , iOS , and Nintendo Switch in 2018, a version for Stadia in 2021, and a second, separate Nintendo Switch version in 2022."
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Samurai Shodown Neogeo Collection,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-06-04 00:00:00,2020-06-11 00:00:00,Thursday,7,dupe,Overcooked,,FFD0E0E3,4-11 July 2019,Overcooked,2019.0,https://ru.wikipedia.org/wiki/Overcooked?action=edit&redlink=1,https://dtf.ru/sale/143495-v-epic-games-store-nachalas-razdacha-overcooked,https://en.wikipedia.org/wiki/Overcooked,Ghost Town Games,Team17,"PlayStation 4, Windows, Xbox One, WW, :, 2 August 2016, Nintendo Switch, WW, :, 27 July 2017, Xbox Series X/S, WW, :, 10 November 2020, PlayStation 5, NA, /, OC, :, 12 November 2020, WW, :, 19 November 2020, Stadia, WW, :, 5 May 2022",Simulation,Unity,,,,,,,,,"Overcooked is a 2016 cooking simulation game developed by Ghost Town Games and published by Team17 . In a local cooperative experience, players control a number of chefs in kitchens filled with various obstacles and hazards to rapidly prepare meals to specific orders under a time limit. The game was released for PlayStation 4 , Windows , and Xbox One in August 2016. A Nintendo Switch version was released in July 2017.","Overcooked was nominated for four awards at the 13th British Academy Games Awards , eventually winning two for Best British Game and Best Family Game. A sequel, Overcooked 2 , was released in August 2018. A remastered version bundled with the sequel, subtitled All You Can Eat , was first released as a launch title for both the Xbox Series X and PlayStation 5 in November 2020.

On November 5, 2025, Netflix announced that a reality TV series based on the game is in production. The series is being worked on by A24 and several of the game's developers."
2020-06-04 00:00:00,2020-06-11 00:00:00,Thursday,7,dupe,Overcooked,,FFD0E0E3,4-11 June 2020,Overcooked,2020.0,https://ru.wikipedia.org/wiki/Overcooked?action=edit&redlink=1,https://www.igromania.ru/news/94415/Overcooked-novaya_besplatnaya_igra_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/Overcooked,Ghost Town Games,Team17,"PlayStation 4, Windows, Xbox One, WW, :, 2 August 2016, Nintendo Switch, WW, :, 27 July 2017, Xbox Series X/S, WW, :, 10 November 2020, PlayStation 5, NA, /, OC, :, 12 November 2020, WW, :, 19 November 2020, Stadia, WW, :, 5 May 2022",Simulation,Unity,,,,,,,,,"Overcooked is a 2016 cooking simulation game developed by Ghost Town Games and published by Team17 . In a local cooperative experience, players control a number of chefs in kitchens filled with various obstacles and hazards to rapidly prepare meals to specific orders under a time limit. The game was released for PlayStation 4 , Windows , and Xbox One in August 2016. A Nintendo Switch version was released in July 2017.","Overcooked was nominated for four awards at the 13th British Academy Games Awards , eventually winning two for Best British Game and Best Family Game. A sequel, Overcooked 2 , was released in August 2018. A remastered version bundled with the sequel, subtitled All You Can Eat , was first released as a launch title for both the Xbox Series X and PlayStation 5 in November 2020.

On November 5, 2025, Netflix announced that a reality TV series based on the game is in production. The series is being worked on by A24 and several of the game's developers."
2020-05-28 00:00:00,2021-05-28 00:00:00,Thursday,365,other,Sludge Life,,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2020-05-28 00:00:00,2020-06-04 00:00:00,Thursday,7,,Borderlands 2,Part of collection: Borderlands: The Handsome Collection,FFB6D7A8,28 May - 4 June 2020,Borderlands 2,2020.0,https://ru.wikipedia.org/wiki/Borderlands:_The_Handsome_Collection?action=edit&redlink=1,https://3dnews.ru/1012079/epic-games-opyat-ranshe-vremeni-anonsirovala-novuyu-razdachu-segodnya-besplatnoy-stanet-borderlands-the-handsome-collection,https://en.wikipedia.org/wiki/Borderlands_2,"Gearbox Software, [, a, ]",2K,"September 18, 2012, PlayStation 3, ,, Windows, ,, Xbox 360, NA, :, September 18, 2012, AU, :, September 20, 2012, EU, :, September 21, 2012, OS X, WW, :, November 21, 2012, PlayStation Vita, NA, :, May 13, 2014, AU, :, May 28, 2014, EU, :, May 30, 2014, Linux, WW, :, September 30, 2014, PlayStation 4, ,, Xbox One, NA, :, March 24, 2015, WW, :, March 27, 2015, Android (Nvidia Shield), WW, :, July 20, 2016, Nintendo Switch, WW, :, May 29, 2020",,Unreal Engine 3,Paul Hellquist,Jeramy Cooke,,,John Hemingway,Anthony Burch,Steven Jones,,,
2020-05-28 00:00:00,2020-06-04 00:00:00,Thursday,7,,Borderlands: The Pre-Sequel,Part of collection: Borderlands: The Handsome Collection,FFB6D7A8,28 May - 4 June 2020,Borderlands: The Pre-Sequel!,2020.0,https://ru.wikipedia.org/wiki/Borderlands:_The_Handsome_Collection?action=edit&redlink=1,https://3dnews.ru/1012079/epic-games-opyat-ranshe-vremeni-anonsirovala-novuyu-razdachu-segodnya-besplatnoy-stanet-borderlands-the-handsome-collection,https://en.wikipedia.org/wiki/Borderlands%3A_The_Pre-Sequel%21,,2K,"PlayStation 3, Windows, Xbox 360, Linux, OS X, NA, :, 14 October 2014, AU, :, 16 October 2014, EU, :, 17 October 2014, PlayStation 4, Xbox One, NA, :, 24 March 2015, WW, :, 27 March 2015, Nintendo Switch, WW, :, 29 May 2020",,Unreal Engine 3,,,,,,Anthony Burch,,,"Borderlands: The Pre-Sequel is a 2014 action role-playing first-person shooter game developed by 2K Australia with assistance from Gearbox Software and published by 2K . It is the third game in the Borderlands series , and is a spin-off set after 2009's Borderlands and before 2012's Borderlands 2 . It was released for Linux , OS X , PlayStation 3 , Windows , and Xbox 360 on 14 October 2014. Updated ports for Windows, PlayStation 4 and Xbox One were released as part of Borderlands: The Handsome Collection on 24 March 2015.","The storyline of The Pre-Sequel focuses on Jack , an employee of the Hyperion corporation; after the company's Helios space station is captured by a military unit known as the Lost Legion, he leads a group of four Vault Hunters—all of whom were non-playable characters and bosses in previous Borderlands games—on an expedition to re-gain control of Helios, defeat the Lost Legion, and find the hidden vault on Pandora's moon Elpis. The game expands upon the engine and gameplay of Borderlands 2 and introduces new gameplay mechanics, including low-gravity environments, freeze weapons, and oxygen tanks , which are used to navigate and perform ground slamming attacks.

The Pre-Sequel received positive reviews, being praised for its new gameplay features and character classes, but was criticised for its confusing level design and not providing enough significant deviations from the core mechanics and gameplay of Borderlands 2 ."
2020-05-21 00:00:00,2020-05-28 00:00:00,Thursday,7,,Sid Meier's Civilization VI,,FFB6D7A8,,,,,,,,,,,,,,,,,,,,,
2020-05-14 00:00:00,2020-05-21 00:00:00,Thursday,7,,Grand Theft Auto V,,FFB6D7A8,14-21 May 2020,Grand Theft Auto V,2020.0,https://ru.wikipedia.org/wiki/Grand_Theft_Auto_V,https://www.igromania.ru/news/93693/Grand_Theft_Auto_V_segodnya_stanet_besplatnoy_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/Grand_Theft_Auto_V,"Rockstar North, [, a, ]",Rockstar Games,"17 September 2013, PS3, ,, Xbox 360, 17 September 2013, PS4, ,, Xbox One, 18 November 2014, Windows, 14 April 2015, PS5, ,, Xbox Series X/S, 15 March 2022",Action-adventure,RAGE,,Aaron Garbut,,,,,Adam Fowler,,,
2020-05-07 00:00:00,2020-05-14 00:00:00,Thursday,7,,Death Coming,,FFD0E0E3,7-14 May 2020,Death Coming,2020.0,https://ru.wikipedia.org/wiki/Death_Coming?action=edit&redlink=1,https://www.igromania.ru/news/93493/Epic_Games_obeschaet_cherez_nedelyu_razdachu_zagadochnoy_igry.html,,,,,,,,,,,,,,,,
2020-04-30 00:00:00,2020-05-07 00:00:00,Thursday,7,,Amnesia: The Dark Descent,,FFD0E0E3,30 April - 7 May 2020,Amnesia: The Dark Descent,2020.0,https://ru.wikipedia.org/wiki/Amnesia:_The_Dark_Descent,https://dtf.ru/sale/130757-v-epic-games-store-nachalas-razdacha-crashlands-i-amnesia-the-dark-descent,https://en.wikipedia.org/wiki/Amnesia%3A_The_Dark_Descent,Frictional Games,Frictional Games,"8 September 2010, Linux, ,, OS X, ,, Windows, 8 September 2010, PlayStation 4, 22 November 2016, Xbox One, 28 September 2018, Switch, 12 September 2019",,HPL Engine 2,,,Mikko Tarmia,,,,,Single-player,"Amnesia: The Dark Descent is a 2010 survival horror adventure game developed and published by Frictional Games . It was first released on 8 September 2010 for Microsoft Windows , Mac OS X , and Linux . Later, it was released to PlayStation 4 on 22 November 2016, Xbox One on 28 September 2018, and Nintendo Switch on 12 September 2019 as part of The Amnesia Collection . The game follows Daniel, who must explore the dark and foreboding Castle Brennenburg, while trying to maintain his sanity by avoiding monsters and unsettling events.","Amnesia was met with a positive critical reception upon release. Reviewers consistently highlighted its innovative approach to survival horror, unique gameplay mechanics, and ability to evoke genuine fear, though some noted shortcomings in its narrative resolution and technical aspects. The game won a number of awards and garnered retrospective praise as one of the most influential games of the decade, and one of the best horror games of all time. It is also credited as contributing to the rise of popular Let's Play videos on the streaming platform YouTube .

Amnesia was followed by Amnesia: A Machine for Pigs (2013), an indirect sequel developed by The Chinese Room . In 2016, Amnesia: The Collection was released, a compilation that included Amnesia: The Dark Descent , its expansion Amnesia: Justine (2011), and Amnesia: A Machine for Pigs . In 2020, the series made a return with Amnesia: Rebirth , developed by Frictional Games, and serving as a direct sequel to The Dark Descent. The most recent addition to the franchise was released in 2023, titled Amnesia: The Bunker ."
2020-04-30 00:00:00,2020-05-07 00:00:00,Thursday,7,,Crashlands,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-23 00:00:00,2020-04-30 00:00:00,Thursday,7,,For The King,,FFD0E0E3,23-30 April 2020,For the King,2020.0,https://ru.wikipedia.org/wiki/For_the_King?action=edit&redlink=1,https://www.igromania.ru/news/93051/Besplatnye_igry_v_Epic_Games_Store_For_the_King_Amnesia_i_Crashlands.html,https://en.wikipedia.org/wiki/For_the_King,IronOak Games,Curve Games,"April 19, 2018",,Unity,Colby Young,,,,,,,,"For the King is a roguelike role-playing video game developed by Canadian game developer IronOak Games and published by Curve Games . It was released in February 2017 to early access on Steam with a full release in April 2018. Gameplay revolves around exploration, clearing dungeons, and collecting new gear and weapons across the fictional land of Fahrul, with both co-op and single-player modes being available. A sequel, For the King II , was released on November 2, 2023.",
2020-04-23 00:00:00,2020-04-30 00:00:00,Thursday,7,,For The King,,FFD0E0E3,4-11 February 2021,For the King,2021.0,https://ru.wikipedia.org/wiki/For_the_King?action=edit&redlink=1,https://www.igromania.ru/news/102089/V_Epic_Games_Store_besplatno_otdayut_For_The_King_iMetro_Last_Light_Redux.html,https://en.wikipedia.org/wiki/For_the_King,IronOak Games,Curve Games,"April 19, 2018",,Unity,Colby Young,,,,,,,,"For the King is a roguelike role-playing video game developed by Canadian game developer IronOak Games and published by Curve Games . It was released in February 2017 to early access on Steam with a full release in April 2018. Gameplay revolves around exploration, clearing dungeons, and collecting new gear and weapons across the fictional land of Fahrul, with both co-op and single-player modes being available. A sequel, For the King II , was released on November 2, 2023.",
2020-04-16 00:00:00,2020-04-23 00:00:00,Thursday,7,,Just Cause 4,,FFD0E0E3,16-23 April 2020,Just Cause 4,2020.0,https://ru.wikipedia.org/wiki/Just_Cause_4,https://dtf.ru/sale/125543-v-epic-games-store-nachalas-razdacha-just-cause-4-i-wheels-of-aurelia,https://en.wikipedia.org/wiki/Just_Cause_4,Avalanche Studios,Square Enix,4 December 2018,Action-adventure,APEX,"Francesco Antolini, [, 1, ]",,"Zach Abramson, [, 3, ]",,Joe Ishikura,"Omar Shakir, [, 2, ]",,Single-player,"Just Cause 4 is a 2018 action-adventure game developed by Avalanche Studios and published by Square Enix . It is the fourth game in the Just Cause series and the sequel to 2015's Just Cause 3 and was released for Microsoft Windows , PlayStation 4 , and Xbox One on 4 December 2018.","In the game, the player assumes the role of series protagonist Rico Rodríguez who arrives in the fictional nation of Solís to take down The Black Hand, the world's biggest private military. The game uses a new version of Avalanche's Apex game engine . The new technology allows the game to feature diverse and extreme weather effects, including blizzards, sandstorms, tornadoes and more. Square Enix External Studios worked with Avalanche for the development.

Just Cause 4 received mixed reviews upon release, with criticisms directed towards its story, mission design, cutscenes and voice acting, while the graphics, sound design, controls and the open world mechanics are praised, the game also failed to meet the sales expectations of Square Enix."
2020-04-16 00:00:00,2020-04-23 00:00:00,Thursday,7,,Wheels of Aurelia,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-09 00:00:00,2020-04-16 00:00:00,Thursday,7,,Close to the Sun,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-09 00:00:00,2020-04-16 00:00:00,Thursday,7,,Sherlock Holmes: Crimes and Punishments,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-02 00:00:00,2020-04-09 00:00:00,Thursday,7,,Gone Home,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-02 00:00:00,2020-04-09 00:00:00,Thursday,7,,Hob,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-04-01 00:00:00,2020-04-08 00:00:00,Wednesday,7,other,Totally Reliable Delivery Service,,FFFFF2CC,1-8 April 2020,Totally Reliable Delivery Service,2020.0,https://ru.wikipedia.org/wiki/Totally_Reliable_Delivery_Service?action=edit&redlink=1,https://dtf.ru/sale/119488-v-epic-games-store-nachalas-razdacha-totally-reliable-delivery-service-igra-stala-besplatnoy-v-den-vyhoda,https://en.wikipedia.org/wiki/Totally_Reliable_Delivery_Service,We're Five Games,,"April 1, 2020, PlayStation 5, Xbox Series X/S, October 22, 2025",Party,Unity,,,,,,,,Multiplayer,"Totally Reliable Delivery Service is a multiplayer party video game developed by We're Five Games and originally published by tinyBuild and currently by Infogrames . The game involves using teamwork to deliver packages safely. The game became available on Nintendo Switch , Windows , macOS , PlayStation 4 , Xbox One , iOS and Android in April 2020. Ports to the PlayStation 5 and the Xbox Series X/S were released in October 2025.",
2020-03-27 00:00:00,2020-04-09 00:00:00,Friday,13,other,Drawful 2,,FFFFF2CC,2-9 April 2020,Drawful 2,2020.0,https://ru.wikipedia.org/wiki/Drawful_2?action=edit&redlink=1,https://www.igromania.ru/news/92342/Hob_i_Gone_Home_teper_razdayut_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/Drawful_2,,,,,,,,,,,,,,"Jackbox Games, Inc. (formerly Jellyvision Games, Inc. ) is an American video game developer based in Chicago, Illinois , best known for the You Don't Know Jack series of quiz-based party video games and The Jackbox Party Pack series. Founded by Harry Gottlieb, the company operated as Jellyvision Games from 1995 until its closure in 2001. After seven years of dormancy, Jellyvision Games was revived in 2008, and the company rebranded as Jackbox Games in 2013.",
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,Figment,,FFD0E0E3,26 March - 2 April 2020,Figment,2020.0,https://ru.wikipedia.org/wiki/Figment?action=edit&redlink=1,https://www.cybersport.ru/games/news/v-epic-games-store-nachalas-razdacha-world-war-z-i-dvukh-indi-igr,https://en.wikipedia.org/wiki/Figment,,,,,,,,,,,,,,Figment may refer to:,
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,Tormentor❌Punisher,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,World War Z,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-19 00:00:00,2020-03-26 00:00:00,Thursday,7,,The Stanley Parable,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-19 00:00:00,2020-03-26 00:00:00,Thursday,7,,Watch_Dogs,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,A Short Hike,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,Anodyne 2: Return to Dust,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,Mutazione,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,GoNNER,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,Offworld Trading Company,,FFD0E0E3,5-12 March 2020,Offworld Trading Company,2020.0,https://ru.wikipedia.org/wiki/Offworld_Trading_Company,https://dtf.ru/sale/109678-v-epic-games-store-nachalas-razdacha-gonner-i-offworld-trading-company,https://en.wikipedia.org/wiki/Offworld_Trading_Company,Mohawk Games,Stardock,"April 28, 2016",Real-time strategy,Unity,,,,,,,,,Offworld Trading Company is a real-time strategy (RTS) tycoon video game developed by Mohawk Games and published by Stardock . The game was released for Microsoft Windows and OS X in April 2016.,
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,Offworld Trading Company,,FFD0E0E3,15-22 July 2021,Offworld Trading Company,2021.0,https://ru.wikipedia.org/wiki/Offworld_Trading_Company,https://dtf.ru/sale/797592-v-epic-games-store-nachalas-razdacha-offworld-trading-company-i-obduction,https://en.wikipedia.org/wiki/Offworld_Trading_Company,Mohawk Games,Stardock,"April 28, 2016",Real-time strategy,Unity,,,,,,,,,Offworld Trading Company is a real-time strategy (RTS) tycoon video game developed by Mohawk Games and published by Stardock . The game was released for Microsoft Windows and OS X in April 2016.,
2020-02-27 00:00:00,2020-03-05 00:00:00,Thursday,7,,InnerSpace,,FFD0E0E3,27 February - 5 March 2020,InnerSpace,2020.0,https://ru.wikipedia.org/wiki/InnerSpace,https://www.igromania.ru/news/91170/GoNNER_i_Offworld_Trading_Company_razdadut_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/InnerSpace,,,,,,,,,,,,,,Inner space may refer to:,
