,id,descr,namespace,orig_price,fmt_orig_price,tags
59,db122f42b41f4dec927e0f280cf653bd,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.",ff50f85ed609454e80ac46d9496da34d,1499.0,$14.99,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1181'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]"
60,b27e3b556f1048b9824c7196f32afceb,The Bloons are back and better than ever! Get ready for a massive 3D tower defense game designed to give you hours and hours of the best strategy gaming available.,6a8dfa6e441e4f2f9048a98776c6077d,1399.0,$13.99,"[{'id': '29088'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '1264'}, {'id': '21136'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '22776'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '21119'}]"
61,b26543426574454e82e07624450c9022,"A stylish single-player FPS featuring a fluid stunt system, destructible voxel environments, loads of bullet time, a unique one-armed protagonist, and a dark electronic soundtrack.",5db7394e65044dd1bb083ee983e2b3a5,2499.0,$24.99,"[{'id': '1216'}, {'id': '1185'}, {'id': '21121'}, {'id': '21138'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
62,4709cb4179de4f3daa08fe69ec41bc22,"Experience the epic space strategy games that redefined the RTS genre. Control your fleet and build an armada across more than 30 single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",4311a0ee99724086b1a4f261b827d038,3499.0,$34.99,"[{'id': '1188'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '21137'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}]"
63,c052f9c8e36d432fbfb4a10b0849da9f,Join over 22 million players in the award-winning online multiplayer RPG and experience limitless adventure in a persistent Elder Scrolls world. ,27aa2ebdcda14b3bb8a669aab73ca55f,1999.0,$19.99,"[{'id': '21122'}, {'id': '1188'}, {'id': '9547'}, {'id': '1264'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1307'}, {'id': '21147'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]"
64,72266ee0bb6f46b3b81f787f31eef633,Solve Pixel Puzzles to find clues. Use those clues to interrogate witnesses. Work your way to the truth....and uncover the mystery of Murder by Numbers!,a0c5d9d8a9a940e8a8f63118c7323210,1499.0,$14.99,"[{'id': '21121'}, {'id': '1298'}, {'id': '21122'}, {'id': '21141'}, {'id': '21894'}, {'id': '9547'}, {'id': '1117'}, {'id': '1263'}]"
65,e499fc9429044cda83c141213a831592,"Build even more complex railway networks than ever before! Building on the success of the original, you’ll get more of what you loved about the original and then some. With increasingly difficult and complex challenges from local industries, the Valley has never felt so vast!",5c59642227a2412fb38f324d1772914e,1499.0,$14.99,"[{'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '21136'}, {'id': '1393'}, {'id': '1298'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '21150'}, {'id': '21119'}]"
66,,,,,,
67,,,,,,
68,,,,,,
69,a9748abde1c94b66aae5250bb9fc5503,"Idle Champions is a licensed Dungeons & Dragons strategy management video game uniting iconic characters from novels, campaigns, and shows into one epic adventure.",7e508f543b05465abe3a935960eb70ac,0.0,0,"[{'id': '21136'}, {'id': '21122'}, {'id': '21138'}, {'id': '21139'}, {'id': '1188'}, {'id': '1141'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '21149'}, {'id': '21119'}]"
70,f7aa0e57c2b94acd97a28a7ec99a7ded,"Head back to the Mexiverse in this long-awaited sequel to the smash hit Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring a dense and colorful world, new luchador moves, sassy new bosses, twice the enemies, and 300% more chickens!",277e364d24ec43069f4ee3c4414d5096,1999.0,$19.99,"[{'id': '1264'}, {'id': '1344'}, {'id': '21894'}, {'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}]"
71,825a2a7eb70b458ab5b3cd9f5b3fa014,"Guacamelee! is a Metroidvania-style action-platformer set in a magical Mexican-inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters.",f5d9b93771214e4cbd60506539d1cfc6,1499.0,$14.99,"[{'id': '1264'}, {'id': '1344'}, {'id': '21894'}, {'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '1151'}]"
72,,,,,,
